Date,nSPY,n%IRX,n%IRXsmoothed,ntbillEC,nabsmM(5),nabsmM(1),nSELL,ySPY,y%IRX,y%IRXsmoothed,ytbillEC,yabsmM(5),yabsmM(1),ySELL,dSPY,d%IRX,d%IRXsmoothed,dtbillEC,dabsmM(5),dabsmM(1),dSELL,nysellERR,ndsellERR
2001-04-30,84.8514,3.83,1.0001491569971135,108.39882721256943,-0.06645578227444271,0.06743341265574965,,86.041664,3.83,1.0001491569971135,13.989618141208698,-0.056111017812665254,0.0824305529241054,,84.8514,10.84016763731,1.0004084923246868,10.84016763731,-0.06653981815787624,0.06742001830543431,,,
2001-05-31,85.55787,3.54,1.0001380564554458,108.73449234511214,-0.055126985162151865,0.0052293921997763615,,85.559364,3.54,1.0001380564554458,14.032938047413795,-0.05511894885132951,-0.008701999217737733,SELL,85.55787,10.873855720515401,1.0004096987216293,10.873855720515401,-0.05521152367477411,0.005218258821479083,,ERROR,
2001-06-29,83.51939,3.56,1.0001388230036534,109.04389630560169,-0.11670673347815885,-0.02667124473289273,SELL,83.52050799999999,3.56,1.0001388230036534,14.072868767790851,-0.11670591343577241,-0.026675223307778273,SELL,83.51939,10.904788915327599,1.000410806142345,10.904788915327599,-0.1167562823678574,-0.026670476110174368,SELL,,
2001-07-31,82.66784,3.44,1.0001342215008502,109.35665601148489,-0.031243481686698216,-0.013064035983888389,SELL,82.668938,3.44,1.0001342215008502,14.113232570313201,-0.03124297357659167,-0.01306413896524694,SELL,82.66784,10.9361163467295,1.0004119273633731,10.9361163467295,-0.0312930519679504,-0.013068650065407472,SELL,,
2001-08-31,77.76295,3.28,1.0001280778859956,109.68603367322005,-0.03390140111543638,-0.06234446269767413,SELL,77.764015,3.28,1.0001280778859956,14.15574103493785,-0.0339048093402301,-0.0623440738322687,SELL,77.76295,10.969122851552,1.000413108337973,10.969122851552,-0.03393634567724835,-0.06235062402771674,SELL,,
2001-09-28,71.41512,2.3,1.0000902401307985,109.85716754674452,-0.1718041863347297,-0.08319073513396091,SELL,71.416061,2.3,1.0000902401307985,14.177827044567255,-0.1834362700956832,-0.08319121174897115,SELL,71.41512,10.9866527064509,1.0004137354149218,10.9866527064509,-0.1718638904496077,-0.08322862850470902,SELL,,
2001-10-31,72.34509,2.01,1.000078973998069,110.0710026758705,-0.16672241617750794,0.011075549126450035,,72.346039,2.01,1.000078973998069,14.20542394647637,-0.16672608941911304,0.011075489563764362,,72.34509,11.008162049402099,1.0004145047111137,11.008162049402099,-0.1667822201241177,0.011064261955778365,,,
2001-11-30,77.98635999999999,1.73,1.0000680660418544,110.24025882770651,-0.07721983299084223,0.07643953410180937,,77.987427,1.73,1.0000680660418544,14.227267623138967,-0.07721955682195925,0.07644014228445073,,77.98635999999999,11.0252095502935,1.0004151143210482,11.0252095502935,-0.07729136138581949,0.07642861011598479,,,
2001-12-31,78.42598000000001,1.67,1.0000657247323905,110.38620695037208,-0.060726710421644126,0.004313230152620973,,78.427193,1.67,1.0000657247323905,14.246103237481123,-0.06072463780908044,0.004315025123648786,,78.42598000000001,11.0398317755321,1.0004156371300876,11.0398317755321,-0.06079584751686917,0.004310885897549577,,,
2002-01-31,77.6575,1.72,1.0000676759191411,110.53654886509108,-0.009110132548036387,-0.011160756581464093,SELL,77.658691,1.72,1.0000676759191411,14.265505901067256,-0.009108493689920172,-0.011160885542642274,SELL,77.6575,11.0548460477991,1.0004161738851869,11.0548460477991,-0.009170998757890847,-0.01115880286948745,SELL,,
2002-02-28,76.26463000000001,1.72,1.0000676759191411,110.67803392125118,0.060433804077971054,-0.019216049797198043,,76.265831,1.72,1.0000676759191411,14.283765525818422,0.060436549966206066,-0.019215645955033556,,76.26463000000001,11.068996078083,1.0004166796777765,11.068996078083,0.06041107280208524,-0.01921604979720204,,,
2002-03-28,78.80199999999999,1.74,1.0000684561263729,110.83333765832907,0.0823256828738379,0.03186739712453024,,78.803246,1.74,1.0000684561263729,14.30380854688692,0.08232861738553421,0.031867463235518034,,78.80199999999999,11.084519477734098,1.0004172344876079,11.084519477734098,0.0823150928819163,0.03186817837307476,,,
2002-04-30,74.21921,1.73,1.0000680660418544,110.99691204346271,-0.05516891625480991,-0.059631616524480346,SELL,74.22039000000001,1.73,1.0000680660418544,14.324918952271794,-0.05516680640583005,-0.05963153452184533,SELL,74.21921,11.100882996177301,1.0004178192398763,11.100882996177301,-0.05516891625480924,-0.05963200715812045,SELL,,
2002-05-31,73.77882,1.705,1.0000670906634397,111.16227210988606,-0.06628581818694368,-0.007423410786140949,SELL,73.77996800000001,1.705,1.0000670906634397,14.346259812173644,-0.06628573050362385,-0.007423747597979369,SELL,73.77882,11.1174316212823,1.000418410519715,11.1174316212823,-0.0662844427450604,-0.0074243875521190494,SELL,,
2002-06-28,68.33365,1.659,1.0000652953430438,111.31035337437474,-0.12706418171048517,-0.07513609047598735,SELL,68.33446500000001,1.659,1.0000652953430438,14.365370723217001,-0.1270671820711785,-0.07513945552271106,SELL,68.33365,11.132261336782902,1.0004189403086647,11.132261336782902,-0.12706657879515237,-0.07513788807059141,SELL,,
2002-07-31,62.94761,1.665,1.0000655295611514,111.47188284692804,-0.18178853618723445,-0.0802708953546768,SELL,62.948353000000004,1.665,1.0000655295611514,14.38621721849448,-0.1817917917245261,-0.0802710089418418,SELL,62.94761,11.1484134521733,1.0004195172600072,11.1484134521733,-0.18179069779853263,-0.08027066081204348,SELL,,
2002-08-30,63.375730000000004,1.645,1.0000647487805758,111.62720500695335,-0.20292259183129457,0.005407836129919907,,63.376495,1.645,1.0000647487805758,14.40626261717173,-0.20292560037729457,0.005408105345858338,,63.375730000000004,11.1639560913228,1.0004200723621048,11.1639560913228,-0.20292632549000078,0.005407054312041248,,,
2002-09-30,56.7307,1.527,1.000060139058168,111.76966600812017,-0.2425951417294252,-0.10612755778460026,SELL,56.73131899999999,1.527,1.000060139058168,14.42464819437387,-0.24259895406217247,-0.10612859584654244,SELL,56.7307,11.1782552936441,1.0004205829868456,11.1782552936441,-0.2426031234203001,-0.10613217311247236,SELL,,
2002-10-31,61.39872,1.4169999999999998,1.0000558370508015,111.9286392524133,-0.17469431969818028,0.08086151372434891,,61.399418000000004,1.417,1.0000558370508015,14.445164790720142,-0.17469780798082724,0.08086200844757818,,61.39872,11.1942026056648,1.0004211523884585,11.1942026056648,-0.174705650262025,0.08085720583864986,,,
2002-11-29,65.18585999999999,1.202,1.0000474151459509,112.03709359314855,-0.05259396041636055,0.06071213071991299,,65.1866,1.202,1.0000474151459509,14.459161573265277,-0.05259450855879533,0.0607121135633808,,65.18585999999999,11.2051437002508,1.0004215429951435,11.2051437002508,-0.05261195649915673,0.06070370105427125,,,
2002-12-31,61.4982,1.182,1.0000466308071532,112.14679944349416,-0.029080246222625505,-0.0575506633944175,SELL,61.498959,1.182,1.0000466308071532,14.473319871778806,-0.029079720266652398,-0.05754972972264061,SELL,61.4982,11.2161244866053,1.000421934980375,11.2161244866053,-0.029099258514282966,-0.057551448464622124,SELL,,
2003-01-31,59.985659999999996,1.148,1.0000452970767357,112.25475464386858,-0.059113446824477944,-0.025557490188592435,SELL,59.986431,1.148,1.0000452970767357,14.487252236809233,-0.059112706469812926,-0.02555699152155899,SELL,59.985659999999996,11.2269363702021,1.0004223208985596,11.2269363702021,-0.05913300699655,-0.02555882514242014,SELL,,
2003-02-28,59.177119999999995,1.175,1.0000463562520918,112.35222080437777,0.0379112871442282,-0.014347146760113061,,59.177864,1.175,1.0000463562520918,14.499830918721896,0.03791301998993846,-0.014347423619011979,,59.177119999999995,11.236672353629801,1.000422668381711,11.236672353629801,0.037897433142992876,-0.01434608671426263,,,
2003-03-31,59.303999999999995,1.09,1.0000430208586162,112.45684357268198,-0.03883578892454387,0.0012128685132455352,,59.304485,1.09,1.0000430208586162,14.513333210352616,-0.03883887016812837,0.0012084649208905507,,59.303999999999995,11.247173492969699,1.0004230431397851,11.247173492969699,-0.038848665043893504,0.001209530157459282,,,
2003-04-30,64.32182,1.101,1.0000434526550959,112.56178487564505,-0.01793821442539012,0.08367866101034571,,64.322319,1.101,1.0000434526550959,14.526876611083464,-0.017941761032880144,0.08367820511332846,,64.32182,11.2576641520714,1.0004234174886666,11.2576641520714,-0.017942195300366226,0.0836790931909921,,,
2003-05-30,67.84898000000001,1.085,1.000042824572018,112.66081394650487,0.09868433022724288,0.053956359686743394,,67.849556,1.085,1.000042824572018,14.539656997383132,0.0986800800705363,0.05395713137485214,,67.84898000000001,11.2675754428742,1.000423771131061,11.2675754428742,0.09868050671032358,0.05395573107801255,,,
2003-06-30,68.57185,0.838,1.0000331159560016,112.74569506616733,0.13876392769691326,0.009900680828041297,,68.572289,0.838,1.0000331159560016,14.550611492759241,0.138756553380591,0.009898571208294848,,68.57185,11.276174151846002,1.0004240779141198,11.276174151846002,0.13875169370780815,0.009890965219077952,,,
2003-07-31,69.80802,0.927,1.0000366169293124,112.83276493284303,0.17536832228929877,0.017255100601958784,,69.808388,0.927,1.0000366169293124,14.56184846107081,0.17535971001139772,0.017253949787017886,,69.80802,11.2848428711039,1.0004243871710916,11.2848428711039,0.17535854166839204,0.017258604150674595,,,
2003-08-29,71.24786999999999,0.96,1.0000379142616036,112.92084738923685,0.19727468750594945,0.0198452075043567,,71.248276,0.96,1.0000379142616036,14.573216111086738,0.19727170831536922,0.019845643120860013,,71.24786999999999,11.2936376884656,1.0004247009020995,11.2936376884656,0.19726956003321683,0.01984650580018288,,,
2003-09-30,70.47086,0.9259999999999999,1.0000365776096174,113.00793241849753,0.09163446208139736,-0.011676933710427662,,70.47126,0.926,1.0000365776096174,14.584455036234734,0.09163218132683482,-0.011676955777962461,,70.47086,11.3023624957854,1.0004250121112923,11.3023624957854,0.09162756003858918,-0.011678271344321534,,,
2003-10-31,74.24294,0.932,1.000036813521967,113.10169482369429,0.09032476812876133,0.05269710770914049,,74.243324,0.932,1.000036813521967,14.59655572291589,0.09032113831643951,0.052696576844187826,,74.24294,11.3117373698303,1.000425346480936,11.3117373698303,0.09031873377752775,0.05269734380853386,,,
2003-11-28,75.05376,0.9079999999999999,1.0000358697887446,113.18012323054475,0.09067410468553394,0.010227740470690305,,75.054161,0.908,1.0000358697887446,14.606145490494024,0.090709504691046,0.010264357215898912,,75.05376,11.3195919800214,1.0004256266063811,11.3195919800214,0.09067686903010919,0.010226796116930892,,,
2003-12-31,78.82964,0.907,1.0000358304616754,113.2670432272007,0.12538585426661486,0.04954102582896547,,78.830391,0.907,1.0000358304616754,14.617362708508566,0.12542721861552453,0.04954542033667231,,78.82964,11.3282856383232,1.0004259366325383,11.3282856383232,0.12538506480025813,0.049540986473104676,,,
2004-01-30,80.38811,0.897,1.0000354371696323,113.34544801124099,0.12452774381654486,0.019077889901384815,,80.388817,0.897,1.0000354371696323,14.627481019481866,0.12456779338837731,0.019077143395555884,,80.38811,11.3361316695832,1.0004262164106095,11.3361316695832,0.12452525749841659,0.019077496351046275,,,
2004-02-27,81.47901999999999,0.927,1.0000366169293124,113.4232961314957,0.15253315267478063,0.012883717463822109,,81.479774,0.927,1.0000366169293124,14.637527491761151,0.15257384220693648,0.012884182772681996,,81.47901999999999,11.343904188898001,1.0004264935479894,11.343904188898001,0.1525331921375488,0.012884897990552924,,,
2004-03-31,80.39961,0.9229999999999999,1.0000364596482043,113.51903700748971,0.07923602657299611,-0.01409180714228242,,80.40049,0.923,1.0000364596482043,14.649883063784225,0.07927883178566764,-0.014090138154228882,,80.39961,11.353481391223301,1.0004268350067482,11.353481391223301,0.07923567140639753,-0.014091964550411618,,,
2004-04-30,78.87835,0.9520000000000001,1.0000375997955948,113.6069316650483,0.04718695194435263,-0.019695508463621336,,78.87921899999999,0.952,1.0000375997955948,14.66122606394621,0.047192915182545425,-0.019695438181863922,,78.87835,11.3622591243635,1.0004271479361118,11.3622591243635,0.047188688409863344,-0.019694367476341124,,,
2004-05-28,80.229,1.052,1.0000415288378848,113.69746032574459,0.01395167786416085,0.016326344406597526,,80.229904,1.052,1.0000415288378848,14.67290898804496,0.013953449623411496,0.016326599479313142,,80.229,11.3712685617649,1.0004274691002681,11.3712685617649,0.013957397656778836,0.016330276416484768,,,
2004-06-30,81.71318000000001,1.3030000000000002,1.0000513736998728,113.81482757140276,0.01234226611717748,0.017467019008571505,,81.714264,1.303,1.0000513736998728,14.688055490955279,0.012346810856661783,0.01746905411803157,,81.71318000000001,11.382894799627499,1.0004278835086464,11.382894799627499,0.012358267820783198,0.017476873526922176,,,
2004-07-30,79.08049,1.412,1.0000556413946007,113.93919948190499,-0.033985871674839685,-0.033311426888729456,SELL,79.08152,1.412,1.0000556413946007,14.704105961372475,-0.03398221192248252,-0.03331166032363475,SELL,79.08049,11.3952849045975,1.0004283250970638,11.3952849045975,-0.033966761740487184,-0.03330715476815682,SELL,,
2004-08-31,79.27311999999999,1.568,1.0000617413460606,114.08386416160242,-0.018986753768380105,0.0011662070362126187,,79.274208,1.568,1.0000617413460606,14.722775258583717,-0.018984013364669372,0.0011669087305050674,,79.27311999999999,11.4096835109622,1.0004288382078381,11.4096835109622,-0.01896134784709136,0.0011723143554933646,,,
2004-09-30,80.06863,1.6740000000000002,1.000065880862499,114.23867614263517,0.009529280588861377,0.008678051941371834,,80.069855,1.674,1.000065880862499,14.742754087499018,0.00953362757316989,0.008679642393865317,,80.06863,11.4251191776763,1.0004293882020883,11.4251191776763,0.009557717047469216,0.008682196802076492,,,
2004-10-29,81.1003,1.867,1.0000734068801933,114.40329807279477,0.004652128365074226,0.011443786438326109,,81.101547,1.867,1.0000734068801933,14.763998912068955,0.004656281210787094,0.011443864071709164,,81.1003,11.4414970710021,1.0004299716862097,11.4414970710021,0.0046842019529464984,0.011451322748057047,,,
2004-11-30,84.71069,2.182,1.0000856598234544,114.59698823808793,0.029811089901508714,0.042824544139212994,,84.711952,2.182,1.0000856598234544,14.787757063785298,0.02989706728697783,0.042907896743157536,,84.71069,11.4607276464258,1.0004306566918941,11.4607276464258,0.029845608690041603,0.042836816776013587,,,
2004-12-31,87.26218,2.182,1.0000856598234544,114.81255819441346,0.09579515513674397,0.02823893379438469,,87.263542,2.182,1.0000856598234544,14.815574515128517,0.09588235788328925,0.02823966555063273,,87.26218,11.4822865773906,1.0004314244951824,11.4822865773906,0.0958254010698798,0.02823893379438447,,,
2005-01-31,85.3057,2.4219999999999997,1.0000949701732373,115.02125155018274,0.06788203082366606,-0.02423839717011511,,85.307037,2.422,1.0000949701732373,14.84250460023276,0.06796852563983369,-0.024238333718570204,,85.3057,11.503050698311,1.0004321638521747,11.503050698311,0.06791552949917379,-0.024229070782754936,,,
2005-02-28,87.08891,2.69,1.0001053410845782,115.23747991697076,0.07893515143665142,0.019023862143673798,,87.09030899999999,2.69,1.0001053410845782,14.870407013791107,0.07902042544580179,0.019024261309700474,,87.08891,11.5245557661217,1.0004329294478314,11.5245557661217,0.07897495247195407,0.019034251456856444,,,
2005-03-31,85.49587,2.722,1.0001065776002944,115.50832359758742,0.04454014742239254,-0.020642419853045824,,85.497169,2.722,1.0001065776002944,14.905357064510591,0.044624474218663446,-0.02064327424589074,,85.49587,11.551627750438001,1.000433893020623,11.551627750438001,0.04457363497063893,-0.020641180563209738,,,
2005-04-29,83.8941,2.8369999999999997,1.000111018163868,115.77134557496548,-0.019887467025417105,-0.02101213948439362,SELL,83.89537800000001,2.837,1.000111018163868,14.939297791607382,-0.01988713454144353,-0.021012100455743532,SELL,83.8941,11.577880352511102,1.0004348272067292,11.577880352511102,-0.019861851663720453,-0.02100768930334751,SELL,,
2005-05-31,86.59755,2.8819999999999997,1.0001127544294643,116.03993967931238,-0.01830677948168702,0.02990451494436308,,86.598862,2.882,1.0001127544294643,14.973957553830752,-0.01830723358157138,0.029904429326050863,,86.59755,11.6047213465779,1.0004357821041632,11.6047213465779,-0.01827939831337122,0.02990625504196598,,,
2005-06-30,86.72847,3.06,1.0001196149188178,116.33604434063542,0.005247618493866124,-0.0010399267426914882,,86.730034,3.06,1.0001196149188178,15.012167317144968,0.005250018071558893,-0.0010370396783003777,,86.72847,11.634253861121,1.000436832491091,11.634253861121,0.005272541969070232,-0.0010330495697128406,,,
2005-07-29,90.04683,3.332,1.0001300756000255,116.62751931487576,0.0219019806731493,0.03575602722638016,,90.04847,3.332,1.0001300756000255,15.049779659105337,0.021904202319254162,0.03575621354059777,,90.04683,11.663280994384401,1.0004378646333791,11.663280994384401,0.021927010290220927,0.035766512752461566,,,
2005-08-31,89.20269,3.43,1.0001338378023115,116.98687484984976,0.03055632711630185,-0.012455679692302657,,89.204346,3.43,1.0001338378023115,15.096151404405322,0.030559843953546828,-0.012455331278753423,,89.20269,11.6991741691079,1.000439140547825,11.6991741691079,0.03058393256479719,-0.012451906402837776,,,
2005-09-30,89.91835,3.47,1.0001353723748256,117.31374027051145,0.05848502372616782,0.005228817244530726,,89.92021899999999,3.47,1.0001353723748256,15.138330579509422,0.058490974347703784,0.005231056083395469,,89.91835,11.7318440700303,1.0004403015278218,11.7318440700303,0.05850969906225023,0.005230355896402417,,,
2005-10-31,87.7917,3.805,1.0001482012709633,117.66722884342799,-0.00023387536370389483,-0.02666409092998112,SELL,87.793526,3.805,1.0001482012709633,15.181853364581194,-8.844771334715062e-05,-0.026525893275143653,SELL,87.7917,11.7670434059058,1.0004415520172145,11.7670434059058,-0.00019793675863954974,-0.026651225284649138,SELL,,
2005-11-30,91.65035999999999,3.8569999999999998,1.000150188923947,118.04008660031614,0.04210298236846999,0.04078369886261357,,91.65226700000001,3.857,1.000150188923947,15.22766507222968,0.04239862719117582,0.04093492435418322,,91.65035999999999,11.804306737857699,1.0004428754046384,11.804306737857699,0.04213399955054342,0.04078569251455,,,
2005-12-30,91.47475,3.985,1.0001550773882624,118.414880830396,0.0005321426033888521,-0.005091229947574494,,91.476913,3.985,1.0001550773882624,15.276015096115932,0.0008305707222793224,-0.005088396913705884,,91.47475,11.841729228127699,1.0004442040024182,11.841729228127699,0.0005575236176085241,-0.005086326722066659,,,
2006-01-31,93.67143,4.37,1.0001697449282303,118.80402945341025,0.03456349287661009,0.02072774332236116,,93.673653,4.37,1.0001697449282303,15.326216896752058,0.03486188790035949,0.020727831405694674,,93.67143,11.8804706526489,1.0004455789594762,11.8804706526489,0.03459995155846829,0.020742456566992695,,,
2006-02-28,94.20775,4.507,1.0001749512895701,119.19235162863421,0.03168971116998742,0.002456950816922321,,94.20996099999999,4.507,1.0001749512895701,15.376312082165237,0.031985630496220496,0.0024566868378197437,,94.20775,11.919241046135099,1.0004469544699863,11.919241046135099,0.03172991685027737,0.0024621732820697684,,,
2006-03-31,95.76289,4.515,1.0001752551005623,119.67276381820687,0.07375249912954884,0.012476996869921209,,95.764771,4.515,1.0001752551005623,15.438287264750446,0.07390454573476402,0.012473106642080678,,95.76289,11.967278653650501,1.0004486581079999,11.967278653650501,0.07378000924671735,0.01247730185198681,,,
2006-04-28,96.97255,4.65,1.0001803784206118,120.07870664416775,0.040800010831717914,0.009239717239177603,,96.97448,4.65,1.0001803784206118,15.49065558783663,0.04079905351109692,0.009239980796833303,,96.97255,12.007811434871499,1.000450095023608,12.007811434871499,0.04083071617973588,0.009244857010980434,,,
2006-05-31,94.05165,4.715,1.0001828428569812,120.56130416614894,0.010044318079303283,-0.03413990503005582,,94.05351999999999,4.715,1.0001828428569812,15.552912687446366,0.01004044898239731,-0.034139924279167566,,94.05165,12.056041243037301,1.0004518041296033,12.056041243037301,0.01007258166537306,-0.034137431141425645,,,
2006-06-30,94.29731,4.86,1.0001883349596128,121.0535995218852,-0.012253479652968302,-0.0014713921721847267,SELL,94.29881999999999,4.86,1.0001883349596128,15.616420848187971,-0.012261249749377479,-0.0014752717120694037,SELL,94.29731,12.1052039436143,1.0004535455403187,12.1052039436143,-0.01223454118364864,-0.0014658786816983405,SELL,,
2006-07-31,94.7196,4.935,1.000191172734914,121.5165710000803,-0.014066531039187646,0.000653766159669944,,94.72114599999999,4.935,1.000191172734914,15.673194295615767,-0.013881745965191428,0.0008430958651284293,,94.7196,12.1514660181395,1.00045518351234,12.1514660181395,-0.01404999644091176,0.0006566142436112976,,,
2006-08-31,96.78662,4.905,1.0001900378672914,122.0537086029741,-0.009205202838030058,0.01740223339021818,,96.7882,4.905,1.0001900378672914,15.742474246032,-0.009016510131549138,0.017402236160349638,,96.78662,12.205192782423598,1.0004570849375019,12.205192782423598,-0.009190128825971922,0.017401093722742234,,,
2006-09-29,99.40026999999999,4.76,1.0001845481128264,122.5085901038983,0.004799369492571426,0.023277352956321495,,99.401604,4.76,1.0001845481128264,15.801144813237697,0.00498483517203141,0.0232743704986087,,99.40026999999999,12.2507475096558,1.0004586964386588,12.2507475096558,0.004803622776725636,0.023271843758824184,,,
2006-10-31,102.53299999999999,4.94,1.0001913618480989,123.0214729433534,0.06977162105366452,0.02732980766476434,,102.534401,4.94,1.0001913618480989,15.864338608069176,0.07014715875458943,0.02751724636632913,,102.53299999999999,12.3019515200283,1.0004605070061423,12.3019515200283,0.06978031221979064,0.027336648616677728,,,
2006-11-30,104.5719,4.89,1.0001894703122542,123.5163034481999,0.08861561062981016,0.015862995186197715,,104.573349,4.89,1.0001894703122542,15.925114484528322,0.08918988598835353,0.016054527160487497,,104.5719,12.351457141802001,1.0004622567371906,12.351457141802001,0.08861676886051284,0.01586109640176736,,,
2006-12-29,105.9699,4.885,1.0001892811092767,123.98032058246324,0.09849977458095371,0.009612064362779726,,105.971626,4.885,1.0001892811092767,15.984940805261962,0.09888431950528687,0.009614527979204368,,105.9699,12.3978605498195,1.0004638961262098,12.3978605498195,0.09849784496782776,0.009611874484959149,,,
2007-01-31,107.5638,4.975,1.0001926853891523,124.45808566675088,0.09165055887150131,0.011187507740666458,,107.565475,4.975,1.0001926853891523,16.046539666720605,0.09203408889525488,0.01118678150027086,,107.5638,12.445594037063598,1.000465581802438,12.445594037063598,0.09165325802769853,0.011190924480772635,,,
2007-02-28,105.4536,4.995,1.0001934415009979,124.91829730449285,0.04122882685006668,-0.023315848211782564,,105.45533,4.995,1.0001934415009979,16.105875339935814,0.041616348449781126,-0.02331503140361757,,105.4536,12.491604964335599,1.0004672059731283,12.491604964335599,0.04123789341466577,-0.023315089450818727,,,
