Date	Open	High	Low	Close	Volume	Unadjusted Close	Turnover
19990324	84.09509	84.30222	83.26656	84.09509	9476049	126.875	797085400
19990325	84.88219	85.83498	84.67506	85.83498	10017220	129.5	853075700
19990326	85.25502	85.58643	84.67506	85.21359	9293194	128.5625	791694000
19990329	85.58643	87.11919	85.58643	86.91206	8846918	131.125	769087100
19990330	86.12497	86.99492	85.87641	86.4978	8149140	130.5	704713900
19990331	86.91206	87.24348	85.04789	85.08932	11184960	128.375	962552200
19990401	85.95927	85.95927	84.92361	85.75214	11592320	129.375	993825700
19990405	86.78779	87.9063	86.3321	87.74059	8737084	132.375	766777900
19990406	87.61631	88.15485	86.91206	87.57488	8118814	132.125	710836100
19990407	87.94772	88.40341	87.07777	88.2377	9427318	133.125	832040100
19990408	88.27913	89.43906	87.65774	89.39764	8915111	134.875	796805200
19990409	89.10765	89.8119	88.56911	89.39764	6586721	134.875	587195700
19990412	88.48626	90.39186	88.32056	90.35044	12391330	136.3125	1109726000
19990413	90.30901	90.47472	89.14908	89.77047	15194810	135.4375	1364916000
19990414	90.18473	90.18473	87.94772	88.2377	17428150	133.125	1538181000
19990415	88.44483	88.52769	86.82922	87.9063	16822100	132.625	1479117000
19990416	88.072	88.072	86.95349	87.16062	9770700	131.5	851822700
19990419	87.94772	89.14908	85.08932	85.83498	18839550	129.5	1646912000
19990420	86.04211	86.95349	85.50358	86.91206	13653210	131.125	1177869000
19990421	86.87064	89.89475	86.41496	89.39764	8708569	134.875	764245100
19990422	89.56334	90.39186	89.06622	90.22616	10406170	136.125	939124100
19990423	90.06046	90.64042	89.48049	90.01903	6929650	135.8125	624147200
19990426	90.47472	90.68185	89.8119	90.55757	5441158	136.625	492625300
19990427	90.88898	91.13754	90.06046	90.97183	7765626	137.25	703159000
19990428	90.43329	90.97183	89.48049	89.72904	8364734	135.375	754418400
19990429	89.85332	90.18473	88.69339	89.06622	14822010	134.375	1319833000
19990430	89.56334	89.89475	87.16062	88.32056	16583580	133.25	1469320000
19990503	88.44483	90.06046	88.2377	89.93617	16157820	135.6875	1438034000
19990504	89.56334	90.01903	88.2377	88.65196	15855470	133.75	1413511000
19990505	88.77625	89.52191	87.40918	89.35621	15135820	134.8125	1337436000
19990506	89.10765	89.56334	87.74059	88.81767	20378430	134	1809754000
19990507	89.14908	89.56334	88.44483	89.48049	13096650	135	1164794000
19990510	89.39764	89.9776	88.48626	89.0248	8418746	134.3125	749564400
19990511	89.68762	90.72327	89.31478	89.93617	10561870	135.6875	948938300
19990512	89.9776	90.97183	87.16062	90.64042	20919450	136.75	1873020000
19990513	90.97183	91.46894	90.68185	91.05468	6767615	137.375	616082900
19990514	89.19051	90.06046	88.48626	88.65196	12628040	133.75	1119762000
19990517	88.56911	89.14908	87.74059	88.94195	9456738	134.1875	835619200
19990518	89.14908	89.48049	87.9063	88.77625	12399470	133.9375	1100610000
19990519	89.14908	89.48049	88.32056	89.39764	7622600	134.875	681600300
19990520	89.56334	89.89475	86.20782	88.90052	7053817	134.125	626271400
19990521	88.90052	89.27336	87.9063	88.40341	9677763	133.375	855826900
19990524	88.73482	88.73482	86.41496	86.91206	11997250	131.125	1049139000
19990525	87.07777	87.74059	85.13074	85.50358	23243770	129	2005436000
19990526	85.71071	86.82922	84.92361	86.45638	18973370	130.4375	1632226000
19990527	86.08354	86.3321	84.84076	85.21359	21899510	128.5625	1871630000
19990528	85.50358	86.66351	85.25502	86.29067	13198180	130.1875	1139017000
19990601	86.24924	86.24924	85.08932	86.00069	10116340	129.75	866177200
19990602	86.00069	86.29067	84.84076	86.08354	10533650	129.875	901279500
19990603	86.62209	86.74636	86.00069	86.58066	9167820	130.625	793566000
19990604	87.16062	88.40341	86.78779	88.32056	14766040	133.25	1303839000
19990607	88.44483	88.94195	88.072	88.52769	7994799	133.5625	708224700
19990608	88.40341	88.69339	87.24348	87.65774	7386186	132.25	649566400
19990609	87.74059	88.2377	87.36775	87.57488	11179080	132.125	981162800
19990610	87.11919	87.16062	85.91784	86.74636	10622370	130.875	921671600
19990611	86.99492	87.32633	85.58643	86.04211	19348130	129.8125	1664819000
19990614	86.62209	86.66351	85.87641	86.12497	10294670	129.9375	888754000
19990615	86.4978	87.24348	86.20782	86.70493	8600998	130.8125	746378900
19990616	87.74059	88.73482	87.74059	88.36198	11867200	133.3125	1046033000
19990617	88.072	89.85332	87.9063	89.19051	12315290	134.5625	1093995000
19990618	89.12733	89.54284	88.67027	89.29353	4324634	134.3125	385427300
19990621	89.41819	89.9168	88.83647	89.50129	6988968	134.625	623932500
19990622	89.08578	89.87525	88.75337	88.87802	8818036	133.6875	787285100
19990623	88.42096	88.83647	87.83924	88.42096	14483940	133	1280985000
19990624	88.33786	88.37941	86.84201	87.75614	13803600	132	1211638000
19990625	88.17165	88.42096	87.25752	87.54839	6147536	131.6875	538270700
19990628	88.2132	88.83647	88.08855	88.62872	7564312	133.3125	668944300
19990629	88.42096	89.87525	88.25475	89.45974	10463300	134.5625	931351700
19990630	89.50129	91.41264	89.00268	91.08024	25354410	137	2291823000
19990701	91.08024	92.07746	90.45697	91.74506	14950680	138	1371962000
19990702	91.82816	92.74229	91.66195	92.65918	5674926	139.375	525951900
19990706	92.57608	93.57331	92.16057	92.65918	16878420	139.375	1565770000
19990707	92.45142	92.90849	92.07746	92.78384	4859516	139.5625	449209400
19990708	92.45142	93.4902	92.24367	92.86694	10681850	139.6875	991879900
19990709	93.07469	93.4902	92.78384	93.4071	4414282	140.5	410893200
19990712	93.69796	93.69796	92.74229	92.99159	6672942	139.875	621649900
19990713	92.65918	93.03314	92.16057	92.65918	9743400	139.375	901817900
19990714	93.07469	93.2409	92.24367	93.1578	6592018	140.125	614234800
19990715	93.57331	93.98882	93.28245	93.78107	5036858	141.0625	472309600
19990716	93.90572	94.48743	93.57331	94.27968	3431760	141.8125	322688500
19990719	94.52898	94.57053	93.44865	93.65641	6448370	140.875	605787400
19990720	93.1578	93.324	91.41264	91.74506	10619580	138	974183600
19990721	91.82816	92.32677	91.28799	91.6204	7210532	137.8125	660706700
19990722	91.37109	91.74506	90.08301	90.41542	11738680	136	1061480000
19990723	90.83092	91.08024	89.8337	90.24921	6923686	135.75	625957400
19990726	89.6675	90.49852	89.50129	89.5844	6518162	134.75	586122700
19990727	90.41542	91.20489	89.99991	90.33231	8887378	135.875	805677100
19990728	90.58162	91.28799	90.16611	90.62317	5949738	136.3125	540202600
19990729	89.70905	89.9168	88.62872	89.33508	11673250	134.375	1043073000
19990730	89.62595	89.99991	88.1301	88.25475	9016436	132.75	803997500
19990802	88.25475	89.5844	88.08855	88.46251	9123533	133.0625	810387200
19990803	88.91957	89.00268	87.34063	88.047	8190798	132.4375	722256100
19990804	88.25475	89.00268	86.71736	86.84201	9773935	130.625	857300400
19990805	87.00822	87.71459	85.67858	87.63148	15526020	131.8125	1346846000
19990806	87.25752	87.75614	86.09409	86.67581	11337970	130.375	985788000
19990809	86.84201	87.63148	86.2603	86.50961	8372050	130.125	724088800
19990810	86.3434	86.50961	84.43204	85.51237	14730770	128.625	1259969000
19990811	86.21874	86.75891	85.51237	86.5927	12038460	130.25	1042193000
19990812	86.88357	87.63148	86.3434	86.50961	10584530	130.125	915773600
19990813	87.50684	88.58717	87.17442	88.50406	8810966	133.125	779989400
19990816	88.50406	89.08578	87.92235	88.91957	5906869	133.75	522397000
19990817	89.37664	89.6675	88.50406	89.50129	7232041	134.625	644296100
19990818	89.21043	89.33508	88.58717	88.83647	6551405	133.625	582139800
19990819	88.00545	88.58717	87.54839	88.1301	9699027	132.5625	854121800
19990820	88.46251	89.16888	88.2132	89.00268	5510822	133.875	490592300
19990823	89.62595	90.78938	89.50129	90.74783	8480200	136.5	769383500
19990824	90.45697	91.74506	89.99991	91.08024	13957930	137	1271001000
19990825	91.20489	92.24367	90.49852	91.99436	9032982	138.375	824882000
19990826	91.91126	92.03591	90.74783	90.91403	6501466	136.75	590939500
19990827	90.99713	91.12179	89.79215	89.79215	9397141	135.0625	849677600
19990830	89.99991	90.08301	87.75614	88.1301	6997390	132.5625	623242400
19990831	88.37941	88.91957	87.00822	87.79769	17228290	132.0625	1517810000
19990901	88.37941	88.91957	87.9639	88.87802	10324460	133.6875	913454700
19990902	87.83924	88.2132	86.84201	87.83924	16389870	132.125	1439503000
19990903	89.6675	90.74783	89.54284	90.41542	13779380	136	1245582000
19990907	90.45697	90.83092	89.9168	90.08301	6860210	135.5	617845900
19990908	89.6675	90.45697	89.08578	89.62595	9265075	134.8125	831841700
19990909	89.5844	89.9168	88.87802	89.5844	9292451	134.75	831118000
19990910	90.58162	90.66473	89.70905	90.33231	4413982	135.875	398252700
19990913	89.8337	90.08301	89.41819	89.70905	3490422	134.9375	313158800
19990914	89.12733	89.45974	88.67027	89.12733	5619572	134.0625	500538100
19990915	90.04146	90.04146	87.67303	87.71459	10505860	131.9375	931851000
19990916	88.08855	88.2963	86.63425	88.047	23130500	132.4375	2036811000
19990917	88.42016	89.29519	88.08681	89.17018	12812940	133.75	1137339000
19990920	89.29519	89.33686	88.7535	89.04518	4205684	133.5625	374368300
19990921	88.17014	88.33682	86.75343	87.1701	14002250	130.75	1225086000
19990922	87.50346	87.92014	86.50341	87.08677	19512880	130.625	1699111000
19990923	87.87846	87.87846	85.08669	85.25336	18305580	127.875	1560599000
19990924	85.17003	85.58671	84.21165	85.17003	20688530	127.75	1757905000
19990927	85.83672	86.50341	85.50337	85.75338	10455040	128.625	896337000
19990928	85.29503	85.87839	83.71164	85.58671	16594440	128.375	1419918000
19990929	85.62838	86.08673	84.50333	84.54501	11370000	126.8125	970384500
19990930	84.96169	86.29507	84.67001	85.83672	11247910	128.75	960879000
19991001	85.29503	85.71172	84.42	85.67004	16689990	128.5	1429485000
19991004	86.1284	87.25344	85.83672	87.1701	9512025	130.75	823862600
19991005	87.1701	88.00347	85.79505	87.08677	17963290	130.625	1565431000
19991006	87.1701	88.54516	87.12844	88.42016	15461690	132.625	1360837000
19991007	88.58683	88.67017	87.67013	87.92014	9803013	131.875	864869000
19991008	87.8368	89.25352	87.50346	89.25352	14510880	133.875	1285889000
19991011	89.08685	89.4202	88.87851	89.08685	6422746	133.625	572316000
19991012	88.7535	88.87851	87.46178	87.75346	13028640	131.625	1143036000
19991013	87.12844	87.54512	85.46171	85.46171	15703330	128.1875	1358486000
19991014	85.67004	86.1284	84.50333	85.42004	15842680	128.125	1353612000
19991015	84.00331	84.50333	83.00327	83.25329	21357210	124.875	1790331000
19991018	83.29495	83.96165	82.29491	83.83664	14637620	125.75	1227474000
19991019	84.79501	85.50337	83.96165	84.67001	21588500	127	1829021000
19991020	85.17003	86.33674	84.75334	85.50337	14638520	128.25	1251067000
19991021	84.83668	86.0034	84.42	86.0034	13657560	129	1161175000
19991022	86.50341	87.50346	86.37841	86.75343	12463910	130.125	1081027000
19991025	86.21174	87.00343	85.83672	86.29507	12170970	129.4375	1051362000
19991026	86.79509	87.12844	85.21169	85.21169	9384080	127.8125	809559000
19991027	85.58671	86.87843	85.50337	86.75343	8149628	130.125	701379300
19991028	88.29515	89.92021	88.12848	89.71188	15763930	134.5625	1402646000
19991029	90.58691	91.79529	90.50357	91.33694	16482250	137	1501812000
19991101	91.00359	91.33694	90.37856	90.37856	6009513	135.5625	546302300
19991102	90.67024	91.50361	89.75354	89.75354	9774964	134.625	885079700
19991103	90.67024	90.92026	90.08689	90.3369	10831520	135.5	978621600
19991104	91.17027	91.58694	90.50357	91.00359	11864530	136.5	1079621000
19991105	92.42031	92.75366	91.17027	91.9203	11146810	137.875	1025844000
19991108	91.33694	92.25364	91.17027	92.00363	6973525	138	640166900
19991109	92.33698	92.46198	90.83691	91.12859	6800282	136.6875	619771000
19991110	90.83691	92.25364	90.71191	91.83696	9608021	137.75	882171200
19991111	92.12863	92.33698	91.67028	92.33698	7190866	138.5	662098800
19991112	92.837	93.33701	91.42027	93.17034	17703650	139.75	1634147000
19991115	93.25368	93.50369	92.92033	93.37868	3281120	140.0625	306420900
19991116	93.71203	95.3371	93.42035	94.17038	11316750	141.25	1066284000
19991117	94.83707	95.29543	94.21205	94.37872	14186590	141.5625	1339631000
19991118	94.96208	95.3371	94.42039	95.08708	6736234	142.625	638561800
19991119	94.92041	95.3371	94.6704	95.00375	7247864	142.5	688550100
19991122	94.96208	95.3371	94.33706	95.00375	6232854	142.5	592014700
19991123	95.25376	95.25376	93.58703	94.17038	8876500	141.25	835732500
19991124	93.83704	94.96208	93.33701	94.71207	6686886	142.0625	633138000
19991126	95.00375	95.25376	94.17038	94.25372	2540000	141.375	239581000
19991129	93.92037	94.62873	93.62869	93.96204	11022460	140.9375	1036630000
19991130	93.83704	94.87875	92.67033	92.92033	11522400	139.375	1069959000
19991201	92.87866	93.67036	92.67033	93.58703	10469890	140.375	980063700
19991202	93.7537	94.25372	93.58703	94.17038	10047050	141.25	943634400
19991203	95.3371	96.92049	95.3371	95.92045	15066760	143.875	1444968000
19991206	95.67044	95.83711	94.83707	95.17043	4708014	142.75	448176100
19991207	95.50377	95.54543	94.25372	94.42039	16070370	141.625	1517399000
19991208	94.25372	94.71207	93.67036	93.83704	6916527	140.75	648910500
19991209	94.54539	94.83707	92.92033	94.25372	9711667	141.375	915563100
19991210	94.83707	95.21209	93.92037	94.58707	7690646	141.875	727146500
19991213	94.29539	95.17043	94.17038	94.75374	6315951	142.125	598366500
19991214	94.42039	95.00375	93.7537	93.83704	8608160	140.75	812125900
19991215	93.58703	94.79541	93.33701	94.33706	10318090	141.5	973392600
19991216	94.79541	95.08708	94.08704	94.75374	8781853	142.125	832127700
19991217	95.57081	95.77966	94.94425	95.36195	7145301	142.6875	681774800
19991220	95.27841	95.69612	94.3177	94.65186	6895872	141.625	652851100
19991221	94.65186	96.28091	94.48478	96.11382	11942200	143.8125	1140466000
19991222	95.98851	96.36445	95.57081	96.36445	8046207	144.1875	772328900
19991223	96.90746	97.90996	96.90746	97.90996	8561224	146.5	838139600
19991227	97.90996	98.07703	96.94923	97.74287	4026470	146.25	393642800
19991228	97.49225	97.90996	97.24162	97.7011	6111526	146.1875	596653600
19991229	97.78465	98.1188	97.11632	98.1188	4490314	146.8125	439511700
19991230	98.32766	98.62005	97.7011	97.99349	5448378	146.625	533962500
19991231	98.16058	98.57828	97.74287	98.16058	4747224	146.875	466086800
20000103	99.07953	99.07953	96.15559	97.19986	12216020	145.4375	1186205000
20000104	95.90497	96.28091	93.3152	93.39874	12104550	139.75	1148529000
20000105	93.52406	94.56831	91.72793	93.56583	18221460	140	1704189000
20000106	93.3152	94.56831	92.06209	92.06209	9317590	137.75	872607000
20000107	93.77468	97.40871	93.6076	97.40871	12069830	145.75	1175692000
20000110	97.74287	98.16058	96.90746	97.74287	8591000	146.25	839723600
20000111	97.45048	97.65933	95.90497	96.44799	11122840	144.3125	1084285000
20000112	96.65684	96.65684	95.48727	95.61258	10341790	143.0625	988232800
20000113	96.5733	97.40871	95.73789	96.90746	7718224	145	745572900
20000114	97.90996	98.57828	97.57579	98.24412	11128230	147	1093051000
20000118	97.15809	97.99349	97.03278	97.45048	9708566	145.8125	946293200
20000119	97.11632	97.90996	96.90746	97.74287	9206417	146.25	897134000
20000120	98.24412	98.24412	96.11382	96.74038	8678532	144.75	841654800
20000121	97.24162	97.24162	96.28091	96.53153	9343924	144.4375	903108600
20000124	97.32516	97.49225	93.14812	93.81645	11815920	140.375	1108281000
20000125	93.89999	94.86071	92.8975	94.86071	14876690	141.9375	1395698000
20000126	94.23415	94.61008	93.64937	94.10884	7717924	140.8125	726479200
20000127	94.81894	95.06956	92.31271	93.73291	16339150	140.25	1531909000
20000128	93.1899	93.6076	90.55835	90.80898	17829890	135.875	1639216000
20000131	90.7672	93.35697	90.22419	93.3152	16112760	139.625	1502907000
20000201	93.39874	94.69363	92.56334	94.19238	12598320	140.9375	1186680000
20000202	94.40124	95.06956	93.81645	94.27592	9285719	141.0625	877508000
20000203	94.15061	95.73789	93.56583	95.69612	11966440	143.1875	1133279000
20000204	95.69612	96.23914	94.98602	95.32018	7369742	142.625	702331300
20000207	95.27841	95.40372	94.52655	95.15311	8746911	142.375	830871700
20000208	96.23914	96.61507	95.98851	96.44799	7386350	144.3125	712384300
20000209	96.5733	96.5733	94.40124	94.40124	12735530	141.25	1202515000
20000210	94.65186	95.27841	94.15061	94.61008	10010960	141.5625	947340100
20000211	94.81894	94.86071	92.22917	92.68864	14737090	138.6875	1366044000
20000214	93.39874	93.39874	92.43803	93.23166	12761410	139.5	1186494000
20000215	93.06458	94.40124	92.10386	94.3177	16576160	141.125	1562906000
20000216	93.81645	94.19238	92.77219	93.02281	13235130	139.1875	1229511000
20000217	93.85822	93.85822	92.39626	92.39626	11348030	138.25	1048753000
20000218	92.81396	92.81396	89.97356	90.43304	14440380	135.3125	1317322000
20000222	90.3495	91.14314	89.22169	90.22419	24561920	135	2215566000
20000223	90.64189	91.895	89.89003	91.26845	18133330	136.5625	1651234000
20000224	91.35199	91.56084	88.97108	89.43055	25997740	133.8125	2341615000
20000225	90.3495	91.39376	88.97108	89.09639	15800490	133.3125	1407932000
20000228	89.13816	91.35199	88.72045	90.97606	20046760	136.125	1802500000
20000229	90.93429	91.85324	90.72543	91.85324	12333030	137.4375	1125597000
20000301	91.97855	92.8975	91.72793	92.52157	10273410	138.4375	950788700
20000302	92.68864	92.98104	91.81147	92.56334	11371970	138.5	1052865000
20000303	93.85822	94.7354	93.39874	94.3177	19107850	141.125	1799453000
20000306	94.10884	94.48478	92.73042	93.44051	17905750	139.8125	1672402000
20000307	93.56583	93.64937	90.39127	91.60262	30017930	137.0625	2749435000
20000308	91.22668	92.14563	90.22419	91.4773	17668590	136.875	1616288000
20000309	91.72793	94.15061	90.97606	94.15061	8230847	140.875	761190300
20000310	93.69114	94.90248	93.23166	93.69114	11857210	140.1875	1110435000
20000313	91.35199	93.89999	91.22668	92.64687	15771310	138.625	1460847000
20000314	93.06458	93.64937	90.97606	91.31022	12364750	136.625	1129055000
20000315	91.4773	93.85822	90.93429	93.44051	15412810	139.8125	1428070000
20000316	94.65186	98.16058	94.15061	97.82642	38306680	146.375	3746605000
20000317	97.69798	99.16367	97.44672	98.45176	15332120	146.9375	1505894000
20000320	98.40989	98.7449	96.98608	98.32613	18659160	146.75	1827680000
20000321	97.4886	100.3362	96.81857	99.95932	20316860	149.1875	2030830000
20000322	100.2106	101.09	99.62431	100.5875	12327600	150.125	1239774000
20000323	99.91744	102.8488	99.91744	102.1788	17393240	152.5	1779132000
20000324	102.43	104.3564	101.6763	102.8907	17108170	153.5625	1762154000
20000327	102.765	103.0163	101.7181	101.8019	13131750	151.9375	1344605000
20000328	101.3412	102.5138	100.9225	101.2156	9453830	151.0625	956890300
20000329	101.5506	102.1788	100.2525	101.3412	10070520	151.25	1020349000
20000330	100.5875	101.8019	98.57739	99.62431	14166490	148.6875	1421374000
20000331	100.2525	102.0531	99.4568	100.755	13804120	150.375	1388424000
20000403	100.5875	101.3412	99.62431	101.3412	12698340	151.25	1278551000
20000404	101.6763	102.5138	94.72475	97.65611	31426300	145.75	3114848000
20000405	99.07991	101.0481	98.91241	99.95932	12279990	149.1875	1228671000
20000406	100.6712	101.6344	99.83369	100.8387	9519798	150.5	959864600
20000407	101.5506	101.9275	100.8387	101.4669	8990116	151.4375	911544100
20000410	101.6763	102.5975	100.7131	101.09	14363950	150.875	1451750000
20000411	100.5037	101.5925	99.41492	100.755	13441890	150.375	1354619000
20000412	100.755	101.2575	97.90736	97.99112	16088510	146.25	1576795000
20000413	98.82865	99.24741	94.55724	96.65107	18248280	144.25	1763572000
20000414	95.56228	95.68791	89.4483	92.71468	44183140	138.375	4026144000
20000417	90.57897	94.30598	90.24396	94.30598	35697490	140.75	3277700000
20000418	94.18035	96.81857	93.63596	96.81857	16351190	144.5	1560750000
20000419	96.81857	97.23734	95.47853	95.89729	9781280	143.125	942675700
20000420	96.19043	96.44169	95.39478	96.35793	12742220	143.8125	1223147000
20000424	94.8085	96.02292	94.13848	95.31102	19242720	142.25	1830717000
20000425	96.90233	99.24741	96.7767	99.24741	21046980	148.125	2061169000
20000426	99.16367	99.66618	97.82362	98.15862	11508680	146.5	1129556000
20000427	95.81354	98.7449	95.81354	97.82362	23275710	146	2266716000
20000428	98.49364	99.07991	97.19547	97.23734	13049370	145.125	1268613000
20000501	98.2005	99.49867	97.73986	98.53551	10937360	147.0625	1079867000
20000502	97.4886	98.57739	96.56731	96.56731	14047090	144.125	1372389000
20000503	96.48357	96.48357	93.63596	94.89226	18179480	141.625	1725092000
20000504	95.14352	95.39478	94.30598	95.01788	8900567	141.8125	844154100
20000505	94.51537	96.48357	94.43161	96.14855	11734490	143.5	1128500000
20000508	95.64603	96.0648	95.05976	95.43665	7558079	142.4375	721396900
20000509	95.85542	96.0648	93.97097	94.68288	8387452	141.3125	794218600
20000510	94.13848	94.47349	92.29591	92.54717	15363460	138.125	1433289000
20000511	93.88721	94.8085	93.21719	94.641	10583340	141.25	1001839000
20000512	95.01788	96.14855	94.89226	95.68791	8896388	142.8125	849528400
20000515	95.64603	97.57236	95.14352	97.3211	6628561	145.25	645237600
20000516	98.2005	98.99615	97.36297	98.2005	12226410	146.5625	1201693000
20000517	97.61423	97.94924	96.81857	97.23734	8815943	145.125	857467000
20000518	97.57236	98.033	96.35793	96.35793	6455433	143.8125	626934900
20000519	95.5204	95.98105	94.05473	94.55724	9728596	141.125	922023100
20000522	94.641	94.8085	91.79339	93.84534	16177610	140.0625	1507949000
20000523	94.0966	94.34786	92.17028	92.46342	11908810	138	1112446000
20000524	92.46342	94.26411	91.45838	93.97097	16543420	140.25	1554180000
20000525	94.26411	95.01788	92.29591	92.37966	12356110	137.875	1141195000
20000526	93.00781	93.59409	92.00278	92.46342	7184809	138	666684100
20000530	93.80347	95.77166	93.46845	95.64603	8003585	142.75	764184800
20000531	95.5204	96.48357	95.22726	95.68791	9039218	142.8125	866154600
20000601	96.27419	97.44672	95.81354	97.36297	13375030	145.3125	1295574000
20000602	99.79181	99.91744	98.82865	99.07991	13375920	147.875	1325005000
20000605	98.82865	99.33117	98.40989	98.57739	10444540	147.125	1032127000
20000606	98.24238	98.99615	97.73986	98.15862	7251822	146.5	711677000
20000607	98.24238	99.16367	97.82362	98.82865	7342266	147.5	725549400
20000608	98.82865	98.99615	97.86549	98.40989	8541625	146.875	840759200
20000609	98.82865	99.16367	97.57236	98.24238	4604756	146.625	452285700
20000612	98.49364	98.49364	97.06984	97.06984	5129362	144.875	500763400
20000613	97.02796	98.99615	96.90233	98.91241	9777997	147.625	967165200
20000614	99.33117	99.74993	98.61927	99.07991	9562483	147.875	949230800
20000615	99.24741	99.66618	98.40989	99.24741	8620876	148.125	854928400
20000616	99.60734	99.60734	97.9703	98.47401	8228355	146.625	816219300
20000619	98.39005	100.153	98.22215	99.73326	7579610	148.5	758215000
20000620	99.52338	99.98512	98.72585	99.35548	8431004	147.9375	837432100
20000621	98.68388	99.69128	98.64191	99.31351	4634722	147.875	460630600
20000622	99.10363	99.18758	97.38264	97.8024	11147190	145.625	1090804000
20000623	97.92832	98.1382	96.62709	96.96289	6655554	144.375	648271800
20000626	97.6345	98.22215	97.2987	98.22215	7734910	146.25	755909400
20000627	98.05425	98.55795	97.38264	97.4666	6069942	145.125	594696100
20000628	97.8024	98.72585	97.59252	97.76042	7921478	145.5625	778424600
20000629	97.21474	97.88635	96.37524	96.83697	9438889	144.1875	914970600
20000630	96.66907	97.8024	96.62709	97.55054	11013330	145.25	1071043000
20000703	97.67648	99.01968	97.50858	98.89375	2132058	147.25	209279800
20000705	98.3061	98.47401	96.96289	97.13079	4042260	144.625	397458400
20000706	97.34067	98.39005	96.87894	97.88635	8014986	145.75	781936800
20000707	98.51598	99.90116	98.22215	99.48141	4498630	148.125	446525800
20000710	99.31351	99.98512	99.06166	99.31351	4190711	147.875	416342800
20000711	99.06166	100.153	98.80981	99.48141	8071268	148.125	804725500
20000712	100.237	100.8246	99.85918	100.153	8637078	149.125	865029400
20000713	100.7407	100.9925	100.195	100.5728	7972103	149.75	802228400
20000714	101.0345	101.5802	100.5308	101.5802	7943962	151.25	803018600
20000717	101.4123	102.0839	101.2024	101.4123	5856126	151	595020000
20000718	101.1604	101.1604	100.3209	100.5728	6321578	149.75	638316100
20000719	100.4049	100.6567	99.56536	99.85918	12349830	148.6875	1235391000
20000720	100.0691	101.1604	99.94314	101.1604	6377266	150.625	641965600
20000721	100.5728	100.5728	99.18758	99.18758	7996374	147.6875	798002800
20000724	99.48141	99.98512	98.43203	98.64191	8375912	146.875	826510000
20000725	99.22956	99.31351	98.55795	98.93573	6683696	147.3125	661568300
20000726	98.72585	98.80981	97.8024	97.9703	17530110	145.875	1717430000
20000727	98.01228	98.47401	97.17277	97.6345	11375740	145.375	1112497000
20000728	97.88635	97.9703	95.03203	95.45178	9257086	142.125	885173000
20000731	95.99746	96.79499	95.40981	95.95549	7794766	142.875	752966500
20000801	96.45919	97.21474	96.12339	96.62709	5865953	143.875	567817100
20000802	96.62709	97.6345	96.45919	97.13079	11067380	144.625	1075749000
20000803	95.95549	97.92832	95.78758	97.8024	6767078	145.625	655008800
20000804	98.26413	98.55795	97.6345	98.3061	5478820	146.375	539626000
20000807	98.55795	99.69128	98.3061	99.48141	6156154	148.125	610726400
20000808	99.06166	99.94314	99.06166	99.85918	5347940	148.6875	534040900
20000809	100.153	100.237	98.97771	99.01968	7967338	147.4375	793774000
20000810	99.06166	99.31351	98.22215	98.55795	6236409	146.75	615250400
20000811	98.47401	99.39746	97.76042	98.93573	7565316	147.3125	750209300
20000814	99.22956	100.4468	98.76783	100.237	4343628	149.25	432638000
20000815	100.3209	100.6147	99.77524	100.153	8260219	149.125	829994900
20000816	100.2789	100.6987	99.31351	99.81721	7648698	148.625	764463700
20000817	99.85918	101.0345	99.64931	100.8666	8357300	150.1875	839883100
20000818	100.9925	100.9925	100.237	100.5308	6880240	149.6875	692514200
20000821	100.7407	101.2444	100.3209	101.1184	3513824	150.5625	355312400
20000822	101.1184	101.6221	100.8246	100.9505	4493568	150.3125	453628100
20000823	100.6147	101.5802	100.237	101.3283	8155842	150.875	827106400
20000824	101.4962	101.79	101.0765	101.6221	6733726	151.3125	685294300
20000825	101.4962	101.832	101.3703	101.5802	4199496	151.25	426857800
20000828	101.5802	102.6924	101.5802	101.9267	8185473	151.766	837549000
20000829	101.7064	101.9999	101.3491	101.9475	5253390	151.797	534355100
20000830	101.6218	101.7481	100.9717	100.9717	5879354	150.344	596082900
20000831	101.4539	102.8186	101.3491	102.3149	7178034	152.344	734419900
20000901	102.9234	103.1544	102.0839	102.3357	4694578	152.375	480423100
20000905	101.9999	102.2202	101.286	101.601	5137548	151.281	525067000
20000906	101.5385	101.9368	100.4257	100.5936	6200227	149.781	623703100
20000907	100.9086	101.4647	100.6252	101.3075	6073218	150.844	613827200
20000908	100.9294	101.0765	100.2894	100.6144	5175814	149.812	521134100
20000911	100.5728	101.5385	99.85953	100.468	5857316	149.594	589025400
20000912	100.5728	100.9086	99.69163	99.71244	7061448	148.469	708211300
20000913	99.39746	100.3001	99.16643	99.99586	6782415	148.891	678213400
20000914	100.6567	100.699	99.50224	99.71244	5049698	148.469	508344200
20000915	99.77595	99.8177	98.32363	98.36604	6053261	146.094	596512200
20000918	98.55524	98.95518	97.09282	97.39783	7580946	144.656	739092200
20000919	97.71361	98.51283	97.42947	98.28188	9724843	145.969	955775700
20000920	98.09268	98.32363	96.38787	97.55606	9651622	144.891	942962700
20000921	97.27192	98.00784	96.78781	97.75603	7940811	145.188	776262100
20000922	96.03034	97.83952	95.89366	97.81865	11268860	145.281	1090686000
20000925	98.26101	98.3445	96.76694	97.06118	14429390	144.156	1403019000
